149,1970,4,29,4/29/70,14:30:00,3,IA,19,1,2,0,0,6,0,40.58,-93.52,40.62,-93.48,2.3,800,2,1,2,185,0,0,0
171,1970,5,9,5/9/70,15:00:00,3,IA,19,2,2,0,0,4,0,41.3,-91.53,0,0,2,100,1,1,1,183,0,0,0
173,1970,5,9,5/9/70,15:15:00,3,IA,19,3,2,0,0,4,0,41.22,-91.28,0,0,1,100,1,1,1,115,0,0,0
182,1970,5,10,5/10/70,23:37:00,3,IA,19,4,-9,0,0,0,0,42.02,-93.6,0,0,0.1,10,1,1,1,169,0,0,0
189,1970,5,12,5/12/70,0:01:00,3,IA,19,5,1,0,0,3,0,41.17,-92.83,0,0,0.3,10,1,1,1,123,0,0,0
194,1970,5,12,5/12/70,19:30:00,3,IA,19,6,2,0,0,5,0,41.47,-95.23,41.43,-95.12,5.9,400,1,1,1,155,29,0,0
195,1970,5,12,5/12/70,21:00:00,3,IA,19,7,1,0,0,1,0,42.02,-93.45,0,0,0.1,10,1,1,1,169,0,0,0
196,1970,5,12,5/12/70,21:15:00,3,IA,19,8,1,0,0,4,0,42.15,-93.33,0,0,0.1,10,1,1,1,169,0,0,0
225,1970,5,22,5/22/70,18:00:00,3,IA,19,9,-9,0,0,3,0,41.52,-94.5,0,0,0.1,10,1,1,1,77,0,0,0
306,1970,6,12,6/12/70,18:10:00,3,IA,19,10,1,0,0,3,0,40.92,-91.4,0,0,1,50,1,1,1,87,0,0,0
349,1970,6,17,6/17/70,11:15:00,3,IA,19,11,0,0,0,4,0,41.6,-91.92,0,0,1,150,1,1,1,95,0,0,0
365,1970,6,20,6/20/70,15:18:00,3,IA,19,12,1,0,0,4,0,41.8,-92.33,0,0,0.1,10,1,1,1,157,0,0,0
397,1970,7,3,7/3/70,1:00:00,3,IA,19,13,1,0,0,4,0,41.6,-92.53,0,0,2,150,1,1,1,157,0,0,0
431,1970,7,14,7/14/70,16:02:00,3,IA,19,14,2,0,0,4,0,42.6,-96,0,0,1,100,1,1,1,149,0,0,0
432,1970,7,14,7/14/70,16:30:00,3,IA,19,15,1,0,0,5,0,42.22,-92.08,42.1,-91.92,11.3,300,1,1,1,11,0,0,0
434,1970,7,14,7/14/70,18:30:00,3,IA,19,16,2,0,0,4,0,42.32,-93.43,42.28,-93.38,1.3,250,1,1,1,83,0,0,0
470,1970,7,31,7/31/70,18:00:00,3,IA,19,17,1,0,0,4,0,42.43,-90.7,0,0,1,200,1,1,1,61,0,0,0
554,1970,9,9,9/9/70,14:42:00,3,IA,19,18,2,0,0,4,0,42.9,-92.8,42.93,-92.75,1.9,200,1,1,1,23,0,0,0
555,1970,9,9,9/9/70,15:00:00,3,IA,19,19,2,0,0,4,0,42.85,-92.53,42.88,-92.48,2.3,150,1,1,1,17,0,0,0
556,1970,9,9,9/9/70,16:40:00,3,IA,19,20,2,0,0,5,0,42.5,-91.1,0,0,1,100,1,1,1,61,0,0,0
558,1970,9,9,9/9/70,17:25:00,3,IA,19,21,3,0,0,0,0,42.5,-90.67,42.55,-90.58,4.7,300,1,1,1,61,0,0,0
597,1970,10,8,10/8/70,17:40:00,3,IA,19,22,2,0,0,4,0,40.72,-92.83,0,0,2,150,1,1,1,7,0,0,0
