508,2010,6,1,6/1/10,12:22:00,3,IA,19,1,0,0,0,0,0,43.2,-95.733,43.2,-95.727,0.3,50,1,1,1,141,0,0,0
510,2010,6,1,6/1/10,16:08:00,3,IA,19,2,2,0,0,4,0.01,40.8021,-94.2289,40.8231,-94.2209,1.51,250,1,1,1,159,0,0,0
533,2010,6,5,6/5/10,17:11:00,3,IA,19,3,0,0,0,0,0,41.2995,-93.789,41.2956,-93.7679,1.13,30,1,1,1,181,0,0,0
535,2010,6,5,6/5/10,18:40:00,3,IA,19,4,1,1,0,0.25,0,42.0834,-90.6883,42.0752,-90.6467,2.2,150,1,1,1,97,0,0,0
537,2010,6,5,6/5/10,19:00:00,3,IA,19,5,0,0,0,0,0,42.0048,-90.3729,42.0042,-90.3647,0.43,100,1,1,1,45,0,0,0
591,2010,6,8,6/8/10,17:02:00,3,IA,19,6,0,0,0,0,0,42.1558,-93.6112,42.155,-93.6028,0.44,20,1,1,1,169,0,0,0
592,2010,6,8,6/8/10,17:34:00,3,IA,19,7,0,0,0,0,0,42.1335,-93.302,42.1329,-93.2973,0.24,20,1,1,1,169,0,0,0
663,2010,6,17,6/17/10,16:11:00,3,IA,19,8,0,0,0,0,0.005,43.3737,-94.1649,43.3808,-94.1551,0.69,20,1,1,1,109,0,0,0
669,2010,6,17,6/17/10,16:24:00,3,IA,19,9,0,0,0,0,0,43.457,-94.0286,43.4638,-94.0191,0.67,20,1,1,1,109,0,0,0
686,2010,6,17,6/17/10,17:05:00,3,IA,19,10,0,0,0,0,0,43.4896,-93.8661,43.4985,-93.8381,1.53,30,1,1,1,189,0,0,0
713,2010,6,18,6/18/10,15:55:00,3,IA,19,11,0,0,0,0,0,41.3179,-93.8068,41.3211,-93.7961,0.59,25,1,1,1,121,0,0,0
728,2010,6,21,6/21/10,15:25:00,3,IA,19,12,0,0,0,0,0,40.73,-91.8,40.7301,-91.7988,0.06,25,1,1,1,177,0,0,0
732,2010,6,21,6/21/10,16:21:00,3,IA,19,13,0,0,0,0,0,40.69,-91.3516,40.69,-91.35,0.08,25,1,1,1,111,0,0,0
758,2010,6,22,6/22/10,20:12:00,3,IA,19,14,0,0,0,0,0.002,42.7036,-94.3504,42.7109,-94.3346,0.95,35,1,1,1,91,0,0,0
759,2010,6,22,6/22/10,20:15:00,3,IA,19,15,0,0,0,0,0.005,42.4465,-94.932,42.453,-94.9203,0.75,30,1,1,1,161,0,0,0
760,2010,6,22,6/22/10,21:25:00,3,IA,19,16,0,0,0,0,0.005,42.691,-93.9556,42.6817,-93.9183,2,50,1,1,1,197,0,0,0
761,2010,6,22,6/22/10,22:10:00,3,IA,19,17,0,0,0,0,0,42.81,-95.81,42.82,-95.79,1.23,50,1,1,1,35,0,0,0
762,2010,6,22,6/22/10,22:25:00,3,IA,19,18,0,0,0,0,0,42.94,-95.69,42.9405,-95.689,0.06,50,1,1,1,141,0,0,0
763,2010,6,23,6/23/10,1:18:00,3,IA,19,19,1,0,0,0.01,0,42.8036,-92.3134,42.8041,-92.3077,0.29,35,1,1,1,17,0,0,0
793,2010,6,25,6/25/10,20:53:00,3,IA,19,20,4,13,0,3.5,0,43.44,-95.951,43.377,-95.696,13.65,800,1,1,1,119,143,0,0
794,2010,6,25,6/25/10,20:55:00,3,IA,19,21,1,0,0,0.02,0,43.425,-95.897,43.414,-95.878,1.22,100,1,1,1,119,0,0,0
795,2010,6,25,6/25/10,21:45:00,3,IA,19,22,0,0,0,0,0,43.28,-95.75,43.278,-95.748,0.17,50,1,1,1,143,0,0,0
796,2010,6,25,6/25/10,21:53:00,3,IA,19,23,0,0,0,0,0,43.14,-95.9,43.138,-95.897,0.2,50,1,1,1,167,0,0,0
797,2010,6,25,6/25/10,22:05:00,3,IA,19,24,0,0,0,0,0,43.09,-95.85,43.084,-95.842,0.58,200,1,1,1,141,0,0,0
798,2010,6,25,6/25/10,22:42:00,3,IA,19,25,1,0,0,0.02,0,42.97,-95.78,42.94,-95.73,3.27,100,1,1,1,141,0,0,0
803,2010,6,26,6/26/10,19:12:00,3,IA,19,26,0,0,0,0,0,43.43,-95.54,43.43,-95.538,0.1,50,1,1,1,143,0,0,0
804,2010,6,26,6/26/10,19:15:00,3,IA,19,27,0,0,0,0,0,43.31,-95.79,43.31,-95.787,0.15,50,1,1,1,143,0,0,0
892,2010,7,16,7/16/10,19:45:00,3,IA,19,28,0,0,0,0,0.001,42.98,-93.54,42.9777,-93.5335,0.37,40,1,1,1,81,0,0,0
893,2010,7,16,7/16/10,20:22:00,3,IA,19,29,0,0,0,0,0.001,42.8842,-93.3723,42.8818,-93.3613,0.58,30,1,1,1,69,0,0,0
921,2010,7,22,7/22/10,1:38:00,3,IA,19,30,1,0,0,1,0.01,42.7135,-94.6811,42.7428,-94.6484,2.62,250,1,1,1,151,0,0,0
948,2010,7,23,7/23/10,19:03:00,3,IA,19,31,1,0,0,750,0.01,41.3603,-93.6535,41.3678,-93.5897,3.35,150,1,1,1,181,0,0,0
949,2010,7,23,7/23/10,19:12:00,3,IA,19,32,1,0,0,0.25,0.005,41.3679,-93.5299,41.3701,-93.5246,0.31,100,1,1,1,181,0,0,0
1003,2010,8,10,8/10/10,16:44:00,3,IA,19,33,0,0,0,0,0,43.4978,-94.4522,43.4996,-94.4494,0.18,40,1,1,1,63,0,0,0
