tornado_num,year,month,day,date,time,F_EF_scale,injuries,fatalities,loss_val,starting_lat,starting_long,ending_lat,ending_long,length_miles,width_yards,county_one,county_two,county_three,county_four
75,1950,5,4,5/4/50,21:00:00,1,0,0,$50 or less,40.95,-95.73,0,0,0.1,10,MILLS,NA,NA,NA
88,1950,5,8,5/8/50,19:20:00,2,0,0,Unknown,41.03,-95.27,41.02,-95.22,0.1,200,MONTGOMERY,NA,NA,NA
142,1950,6,15,6/15/50,20:00:00,3,5,0,Unknown,41.98,-93.6,41.97,-93.48,5.6,300,STORY,NA,NA,NA
155,1950,7,1,7/1/50,20:00:00,2,0,0,Unknown,42.45,-91.92,0,0,14,10,BUCHANAN,NA,NA,NA
104,1951,6,1,6/1/51,21:15:00,3,7,0,Unknown,42.07,-92.92,0,0,1.5,880,MARSHALL,NA,NA,NA
148,1951,6,19,6/19/51,16:00:00,1,0,0,Unknown,43.38,-96.25,0,0,0.5,17,LYON,NA,NA,NA
167,1951,6,25,6/25/51,17:07:00,2,8,0,Unknown,43.22,-93.8,0,0,0.8,500,HANCOCK,NA,NA,NA
193,1951,7,17,7/17/51,17:45:00,1,2,0,Unknown,43.18,-95.87,0,0,0.1,10,O'BRIEN,NA,NA,NA
224,1951,8,26,8/26/51,23:59:00,1,0,0,Unknown,42.85,-95.95,42.92,-95.87,5.6,140,PLYMOUTH,NA,NA,NA
149,1952,5,23,5/23/52,15:00:00,1,0,0,Unknown,43.33,-93.08,0,0,0.1,10,WORTH,NA,NA,NA
146,1952,5,23,5/23/52,13:00:00,2,0,0,Unknown,42.75,-92.97,0,0,0.1,17,BUTLER,NA,NA,NA
155,1952,6,2,6/2/52,18:30:00,2,1,0,Unknown,41.9,-95.4,41.88,-95.33,2.3,100,CRAWFORD,NA,NA,NA
172,1952,6,23,6/23/52,18:30:00,4,4,0,"$500,000 to $5,000,000",42.75,-95.85,42.9,-95.42,24.1,400,CHEROKEE,NA,NA,NA
192,1952,7,2,7/2/52,17:50:00,1,0,0,Unknown,43.4,-96.1,0,0,0.1,10,LYON,NA,NA,NA
235,1952,11,17,11/17/52,13:20:00,0,0,0,Unknown,41.55,-91.08,0,0,0.1,50,MUSCATINE,NA,NA,NA
58,1953,3,21,3/21/53,13:00:00,1,0,0,"$5,000 to $50,000",42.05,-95.72,41.93,-95.87,10.9,600,MONONA,NA,NA,NA
62,1953,3,21,3/21/53,17:00:00,2,0,0,"$5,000 to $50,000",41.88,-92.62,42.05,-92.55,11.7,100,TAMA,NA,NA,NA
57,1953,3,21,3/21/53,12:45:00,1,2,0,"$500 to $5,000",42.23,-95.68,0,0,0.1,10,WOODBURY,NA,NA,NA
60,1953,3,21,3/21/53,15:00:00,3,0,0,"$50,000 to $500,000",43.27,-94.63,43.3,-94,31.8,400,EMMET,NA,NA,NA
100,1953,4,24,4/24/53,17:00:00,1,0,0,Unknown,41.83,-91.95,0,0,0.1,10,IOWA,NA,NA,NA
157,1953,5,10,5/10/53,17:30:00,4,24,2,Unknown,43.45,-92.4,45.5,-90.42,162,100,NA,NA,NA,NA
155,1953,5,10,5/10/53,16:30:00,2,0,0,"$5,000 to $50,000",41.88,-92.45,0,0,0.1,10,TAMA,NA,NA,NA
152,1953,5,10,5/10/53,15:15:00,4,0,0,"$5,000 to $50,000",40.87,-93.33,40.93,-93.23,6.4,10,WAYNE,NA,NA,NA
158,1953,5,10,5/10/53,18:00:00,3,0,0,"$50,000 to $500,000",42.95,-91.33,43.05,-91.28,6.6,400,CLAYTON,NA,NA,NA
154,1953,5,10,5/10/53,16:10:00,4,3,0,"$50,000 to $500,000",43.07,-93.52,43.45,-93.38,26.6,10,HANCOCK,CERRO GORDO,WORTH,NA
185,1953,5,20,5/20/53,22:10:00,3,7,0,Unknown,41.98,-91.57,42.08,-91.02,38.6,400,LINN,JONES,NA,NA
184,1953,5,20,5/20/53,21:00:00,3,0,1,Unknown,42.15,-93.7,43.43,-92.32,116.1,400,STORY,HARDIN,BUTLER,CHICKASAW
188,1953,5,24,5/24/53,6:45:00,1,0,0,Unknown,41.6,-92.1,0,0,0.1,500,IOWA,NA,NA,NA
255,1953,6,7,6/7/53,18:15:00,2,0,0,Unknown,42.75,-96.6,42.87,-96.43,11.3,200,PLYMOUTH,NA,NA,NA
264,1953,6,7,6/7/53,21:30:00,1,0,0,Unknown,42.17,-94.07,42.18,-94,2.3,100,BOONE,HAMILTON,NA,NA
265,1953,6,7,6/7/53,21:15:00,2,0,0,Unknown,0,0,0,0,0,0,POWESHIEK,IOWA,JOHNSON,NA
261,1953,6,7,6/7/53,21:00:00,2,0,0,Unknown,42.3,-94.3,42.87,-93.75,49,200,WEBSTER,HAMILTON,WRIGHT,NA
262,1953,6,7,6/7/53,21:15:00,3,0,0,Unknown,42.55,-94.7,42.85,-94.25,30.7,200,CALHOUN,POCAHONTAS,HUMBOLDT,NA
260,1953,6,7,6/7/53,19:30:00,2,0,0,Unknown,42.37,-95.48,43.22,-94.38,49.2,833,IDA,SAC,POCAHONTAS,KOSSUTH
263,1953,6,7,6/7/53,21:15:00,2,0,0,Unknown,41.42,-93.92,41.87,-91.75,116,200,MADISON,WARREN,POLK,JASPER
318,1953,6,27,6/27/53,15:45:00,5,2,1,"$50,000 to $500,000",41.45,-94.7,0,0,0.1,100,ADAIR,NA,NA,NA
321,1953,6,27,6/27/53,20:00:00,2,1,0,"$500 to $5,000",41.4,-92.6,41.33,-92.73,7.8,100,MAHASKA,NA,NA,NA
319,1953,6,27,6/27/53,16:45:00,1,0,0,"$5,000 to $50,000",41.02,-95.08,0,0,0.1,100,MONTGOMERY,NA,NA,NA
320,1953,6,27,6/27/53,17:15:00,1,2,0,"$5,000 to $50,000",41.38,-93.58,0,0,0.1,100,WARREN,NA,NA,NA
85,1954,4,5,4/5/54,17:20:00,4,2,0,"$5,000 to $50,000",40.58,-95.32,40.62,-95.27,3.3,700,PAGE,NA,NA,NA
87,1954,4,5,4/5/54,17:30:00,3,0,0,Unknown,40.6,-95.23,40.67,-95.17,5.2,667,PAGE,NA,NA,NA
88,1954,4,5,4/5/54,17:45:00,2,0,0,$50 to $500,40.67,-94.88,40.72,-94.67,11.5,333,TAYLOR,NA,NA,NA
89,1954,4,5,4/5/54,18:15:00,1,0,0,$50 to $500,40.68,-94.73,0,0,0.1,200,TAYLOR,NA,NA,NA
86,1954,4,5,4/5/54,17:10:00,2,1,0,"$50,000 to $500,000",42.03,-94.53,42.1,-94.47,5.1,880,GREENE,NA,NA,NA
141,1954,4,26,4/26/54,19:30:00,1,0,0,"$500 to $5,000",41.75,-90.88,0,0,0.1,10,SCOTT,NA,NA,NA
139,1954,4,26,4/26/54,17:23:00,2,0,0,$50 to $500,43.05,-95.3,42.97,-95.17,8.4,10,CLAY,NA,NA,NA
193,1954,4,30,4/30/54,19:30:00,2,0,0,Unknown,42.63,-91.63,0,0,1,200,BUCHANAN,NA,NA,NA
192,1954,4,30,4/30/54,19:05:00,2,0,0,Unknown,42.22,-91.2,42.45,-91.1,16.6,50,JONES,DELAWARE,DUBUQUE,NA
186,1954,4,30,4/30/54,15:15:00,2,1,0,"$50,000 to $500,000",40.67,-91.5,41.83,-90.95,85.2,200,LEE,DES MOINES,LOUISA,MUSCATINE
191,1954,4,30,4/30/54,19:00:00,4,0,0,Unknown,42.1,-91.75,43.18,-91.17,80.4,200,LINN,DELAWARE,CLAYTON,ALLAMAKEE
190,1954,4,30,4/30/54,19:00:00,2,0,0,Unknown,41.67,-92,42.47,-91.3,65.8,200,IOWA,BENTON,LINN,DELAWARE
253,1954,5,23,5/23/54,20:15:00,2,0,0,"$500 to $5,000",42.17,-91.67,0,0,0.1,100,LINN,NA,NA,NA
252,1954,5,23,5/23/54,18:00:00,2,0,0,Unknown,43.28,-92.8,0,0,0.1,50,MITCHELL,NA,NA,NA
271,1954,5,27,5/27/54,20:00:00,2,0,0,"$5,000 to $50,000",42.82,-96.08,42.85,-96.03,2.3,200,PLYMOUTH,NA,NA,NA
326,1954,6,9,6/9/54,22:00:00,4,0,1,"$50,000 to $500,000",42.28,-94.72,42.38,-94.57,9.9,440,CALHOUN,NA,NA,NA
379,1954,6,19,6/19/54,21:00:00,2,0,0,"$5,000 to $50,000",43.28,-96.3,43.25,-96.25,2.3,880,LYON,NA,NA,NA
481,1954,8,22,8/22/54,15:30:00,1,0,0,"$5,000 to $50,000",43.15,-95.32,0,0,2.5,200,CLAY,NA,NA,NA
57,1955,4,3,4/3/55,19:00:00,1,0,0,"$500 to $5,000",40.75,-95.03,0,0,0.5,440,PAGE,NA,NA,NA
59,1955,4,4,4/4/55,16:10:00,2,0,0,"$5,000 to $50,000",41.77,-93.98,41.93,-93.92,11.6,440,DALLAS,BOONE,NA,NA
105,1955,4,19,4/19/55,21:00:00,1,0,0,"$500 to $5,000",43.12,-95.15,43.15,-95.12,1.3,100,CLAY,NA,NA,NA
101,1955,4,19,4/19/55,17:30:00,2,0,0,"$500 to $5,000",42.27,-90.68,42.27,-90.37,15.9,50,JACKSON,NA,NA,NA
121,1955,4,23,4/23/55,13:10:00,2,0,0,"$5,000 to $50,000",40.63,-95.23,0,0,1.5,30,PAGE,NA,NA,NA
124,1955,4,23,4/23/55,16:00:00,3,0,0,"$5,000 to $50,000",40.72,-94.35,40.8,-94.32,5.4,440,RINGGOLD,NA,NA,NA
155,1955,5,6,5/6/55,16:15:00,2,0,0,"$5,000 to $50,000",41.65,-95.32,41.8,-95.08,15.5,200,SHELBY,NA,NA,NA
148,1956,4,26,4/26/56,22:30:00,2,0,0,"$500 to $5,000",42,-92.33,42,-92.27,2.3,440,TAMA,BENTON,NA,NA
230,1956,5,29,5/29/56,17:30:00,0,0,0,$50 to $500,42.17,-91.55,0,0,0.1,10,LINN,NA,NA,NA
236,1956,5,29,5/29/56,23:00:00,2,0,0,$50 to $500,41.35,-94.95,41.38,-94.88,3.3,50,CASS,NA,NA,NA
229,1956,5,29,5/29/56,5:00:00,1,0,0,$50 to $500,42.8,-94.25,42.83,-94.18,3.3,50,HUMBOLDT,NA,NA,NA
367,1956,7,17,7/17/56,15:00:00,2,1,0,$50 to $500,43.07,-92.27,43.03,-92.22,2.3,200,CHICKASAW,NA,NA,NA
416,1956,8,12,8/12/56,16:00:00,3,8,0,"$5,000 to $50,000",41.53,-92.75,41.58,-92.67,5.1,200,POWESHIEK,NA,NA,NA
425,1956,8,18,8/18/56,5:30:00,2,0,0,"$5,000 to $50,000",41.38,-92.6,41.47,-92.4,11.5,10,MAHASKA,NA,NA,NA
168,1957,4,19,4/19/57,13:30:00,0,0,0,$50 to $500,42.65,-91.9,0,0,1,300,WINNESHIEK,NA,NA,NA
242,1957,4,25,4/25/57,11:30:00,0,0,0,"$5,000 to $50,000",41.1,-95,0,0,0.1,100,MONTGOMERY,ADAMS,NA,NA
302,1957,5,13,5/13/57,11:00:00,1,0,0,"$500 to $5,000",41,-91.55,40.92,-91.63,6.8,10,HENRY,NA,NA,NA
396,1957,5,21,5/21/57,17:00:00,2,0,0,"$50,000 to $500,000",41.55,-91,41.6,-90.83,8.9,100,CEDAR,MUSCATINE,SCOTT,NA
472,1957,5,25,5/25/57,23:15:00,0,0,0,"$5,000 to $50,000",40.92,-95.12,40.97,-95.05,4.1,1000,MONTGOMERY,NA,NA,NA
469,1957,5,25,5/25/57,15:30:00,0,0,0,"$5,000 to $50,000",42.95,-92.2,0,0,0.1,10,CHICKASAW,NA,NA,NA
481,1957,5,29,5/29/57,16:00:00,-9,0,0,$50 or less,42.5,-94.35,0,0,0.1,10,WEBSTER,NA,NA,NA
476,1957,5,29,5/29/57,11:50:00,-9,0,0,"$500 to $5,000",43.1,-95.32,0,0,0.1,10,CLAY,NA,NA,NA
477,1957,5,29,5/29/57,13:30:00,1,0,0,Unknown,43.1,-93.62,0,0,1.5,50,HANCOCK,NA,NA,NA
487,1957,5,30,5/30/57,14:35:00,-9,0,0,Unknown,41.73,-95.47,0,0,0.1,10,SHELBY,NA,NA,NA
496,1957,5,30,5/30/57,16:50:00,-9,0,0,"$5,000 to $50,000",42.2,-93.45,0,0,0.1,10,STORY,NA,NA,NA
495,1957,5,30,5/30/57,16:50:00,-9,0,0,Unknown,42.18,-95.03,0,0,0.1,10,CARROLL,NA,NA,NA
525,1957,6,10,6/10/57,18:00:00,0,0,0,"$5,000 to $50,000",40.5,-91.5,0,0,0.1,10,LEE,NA,NA,NA
528,1957,6,11,6/11/57,11:33:00,-9,0,0,Unknown,40.38,-91.47,0,0,0.1,10,LEE,NA,NA,NA
578,1957,6,16,6/16/57,6:30:00,2,0,0,"$50,000 to $500,000",42.5,-95.4,43,-94.75,47.6,10,IDA,BUENA VISTA,PALO ALTO,NA
663,1957,7,4,7/4/57,2:28:00,1,1,0,$50 or less,42.2,-95.2,0,0,0.1,10,CRAWFORD,NA,NA,NA
702,1957,7,21,7/21/57,11:00:00,-9,0,0,Unknown,40.75,-93.8,0,0,0.1,10,DECATUR,NA,NA,NA
40,1958,3,28,3/28/58,10:30:00,-9,0,0,$50 or less,40.63,-91.27,0,0,0.1,10,LEE,NA,NA,NA
46,1958,3,30,3/30/58,15:00:00,-9,0,0,Unknown,41.67,-93.68,0,0,0.1,10,POLK,NA,NA,NA
50,1958,4,1,4/1/58,14:50:00,2,0,0,"$5,000 to $50,000",42.73,-95.7,42.85,-95.63,8.3,200,CHEROKEE,NA,NA,NA
60,1958,4,5,4/5/58,14:00:00,-9,0,0,$50 or less,42.95,-94.83,0,0,0.1,10,PALO ALTO,NA,NA,NA
59,1958,4,5,4/5/58,10:00:00,1,1,0,"$5,000 to $50,000",42.53,-95.9,43.1,-96,37,100,WOODBURY,PLYMOUTH,SIOUX,NA
163,1958,5,18,5/18/58,13:30:00,0,0,0,Unknown,42.82,-95.7,0,0,0.1,10,CHEROKEE,NA,NA,NA
215,1958,6,8,6/8/58,17:00:00,2,0,0,"$500 to $5,000",40.92,-92.2,0,0,0.1,50,WAPELLO,VAN BUREN,NA,NA
227,1958,6,10,6/10/58,13:30:00,1,0,0,"$500 to $5,000",42.5,-90.92,0,0,1,50,DUBUQUE,NA,NA,NA
294,1958,6,22,6/22/58,15:00:00,1,0,0,"$500 to $5,000",40.8,-93.58,0,0,1,50,DECATUR,NA,NA,NA
314,1958,6,29,6/29/58,9:00:00,0,0,0,"$500 to $5,000",42.57,-95.6,0,0,0.5,50,TAYLOR,NA,NA,NA
385,1958,7,14,7/14/58,19:50:00,2,0,0,"$5,000 to $50,000",42.2,-92.5,0,0,0.1,200,TAMA,NA,NA,NA
384,1958,7,14,7/14/58,17:55:00,3,1,0,"$50,000 to $500,000",41.07,-94.6,40.83,-94.57,14.8,100,ADAMS,TAYLOR,NA,NA
431,1958,7,29,7/29/58,4:00:00,2,0,0,"$5,000 to $50,000",42.33,-91.08,42.28,-90.8,14.5,200,DUBUQUE,JONES,NA,NA
447,1958,8,5,8/5/58,17:00:00,2,0,0,"$500 to $5,000",42.75,-95.17,42.5,-94.75,27.1,60,BUENA VISTA,CALHOUN,NA,NA
162,1959,5,4,5/4/59,22:23:00,2,0,0,"$500 to $5,000",41.2,-94.4,41.25,-94.32,4.5,100,ADAIR,NA,NA,NA
163,1959,5,4,5/4/59,22:23:00,2,0,0,"$500 to $5,000",41.28,-94.5,41.33,-94.42,5.1,100,ADAIR,NA,NA,NA
158,1959,5,4,5/4/59,21:20:00,1,0,0,"$5,000 to $50,000",41.17,-95.17,41.23,-95.03,7.9,100,MONTGOMERY,NA,NA,NA
164,1959,5,4,5/4/59,22:30:00,2,0,0,"$5,000 to $50,000",41.9,-94.33,42.1,-94.25,14.2,150,GREENE,NA,NA,NA
161,1959,5,4,5/4/59,22:20:00,2,0,0,"$500 to $5,000",41.7,-94.92,41.75,-94.85,4.1,100,AUDUBON,NA,NA,NA
194,1959,5,9,5/9/59,18:15:00,3,0,0,"$50,000 to $500,000",41.2,-91.98,41.28,-91.9,6.6,200,KEOKUK,NA,NA,NA
193,1959,5,9,5/9/59,18:15:00,1,0,0,"$500 to $5,000",41.7,-92.6,41.75,-92.52,4.9,200,POWESHIEK,NA,NA,NA
198,1959,5,9,5/9/59,19:10:00,2,0,0,"$5,000 to $50,000",42.1,-92.4,0,0,0.1,67,TAMA,NA,NA,NA
197,1959,5,9,5/9/59,19:00:00,3,1,0,"$50,000 to $500,000",40.87,-91.78,41.15,-91.67,17.8,250,VAN BUREN,JEFFERSON,HENRY,NA
203,1959,5,10,5/10/59,14:30:00,2,0,0,"$500 to $5,000",40.93,-95.05,0,0,1,200,MONTGOMERY,NA,NA,NA
213,1959,5,10,5/10/59,17:00:00,1,0,0,"$500 to $5,000",41.53,-93.53,0,0,1,50,POLK,NA,NA,NA
216,1959,5,10,5/10/59,17:53:00,2,0,0,"$500 to $5,000",41.6,-93.6,0,0,0.3,50,POLK,NA,NA,NA
212,1959,5,10,5/10/59,16:45:00,2,0,0,"$5,000 to $50,000",42.75,-93.33,42.82,-93.23,6.5,300,FRANKLIN,NA,NA,NA
201,1959,5,10,5/10/59,13:00:00,4,1,0,"$500,000 to $5,000,000",41.5,-94.63,41.93,-94.08,41.1,400,ADAIR,GUTHRIE,DALLAS,BOONE
243,1959,5,18,5/18/59,13:45:00,2,0,0,"$50,000 to $500,000",40.98,-94.73,0,0,1,200,ADAMS,NA,NA,NA
256,1959,5,20,5/20/59,19:00:00,4,5,0,"$50,000 to $500,000",40.7,-93.15,40.87,-92.9,17.2,440,WAYNE,NA,NA,NA
283,1959,5,26,5/26/59,8:00:00,2,0,0,"$5,000 to $50,000",40.6,-95.63,40.82,-95.75,15.9,400,FREMONT,NA,NA,NA
301,1959,5,28,5/28/59,6:30:00,2,0,0,"$5,000 to $50,000",43.17,-94.9,43.2,-94.85,2.3,100,PALO ALTO,NA,NA,NA
300,1959,5,28,5/28/59,6:15:00,1,0,0,"$5,000 to $50,000",43.03,-95.2,0,0,1,150,CLAY,NA,NA,NA
302,1959,5,28,5/28/59,6:30:00,2,0,0,"$500 to $5,000",43.2,-95.02,0,0,1,150,CLAY,NA,NA,NA
334,1959,5,30,5/30/59,21:40:00,1,0,0,"$500 to $5,000",43.4,-94.72,0,0,2,200,EMMET,NA,NA,NA
335,1959,5,31,5/31/59,1:15:00,2,0,0,"$50,000 to $500,000",42.05,-93.43,42.22,-93.18,17,440,STORY,NA,NA,NA
395,1959,6,25,6/25/59,22:00:00,1,0,0,"$500 to $5,000",43.33,-92.1,0,0,1,200,HOWARD,NA,NA,NA
404,1959,6,28,6/28/59,3:15:00,0,0,0,"$5,000 to $50,000",42.05,-93.43,0,0,2,300,STORY,NA,NA,NA
430,1959,7,8,7/8/59,15:00:00,1,0,0,"$5,000 to $50,000",43.18,-92.67,0,0,1,200,FLOYD,NA,NA,DALLAS
87,1960,4,16,4/16/60,16:30:00,2,0,0,"$5,000 to $50,000",40.8,-93.3,40.9,-93.17,9.5,200,WAYNE,NA,NA,NA
94,1960,4,16,4/16/60,18:30:00,1,0,0,"$5,000 to $50,000",40.83,-91.83,40.95,-91.57,15.8,500,VAN BUREN,HENRY,NA,NA
82,1960,4,16,4/16/60,14:30:00,3,5,1,"$50,000 to $500,000",42.33,-92.58,42.5,-92,29.8,800,GRUNDY,BLACK HAWK,BUCHANAN,NA
188,1960,5,5,5/5/60,21:30:00,1,0,0,"$5,000 to $50,000",41.67,-93.95,0,0,1,100,DALLAS,NA,NA,NA
177,1960,5,5,5/5/60,19:00:00,2,0,0,"$50,000 to $500,000",41.97,-94.8,42.05,-94.55,13.8,150,CARROLL,GREENE,NA,NA
294,1960,5,20,5/20/60,18:10:00,1,0,0,"$5,000 to $50,000",42.2,-93.1,0,0,2,100,HARDIN,NA,NA,NA
320,1960,5,25,5/25/60,16:30:00,1,0,0,"$500 to $5,000",43.42,-95.1,0,0,1,100,DICKINSON,NA,NA,NA
369,1960,6,10,6/10/60,20:00:00,0,0,0,"$5,000 to $50,000",41.2,-91.98,0,0,0.1,10,KEOKUK,NA,NA,NA
391,1960,6,16,6/16/60,12:30:00,2,0,0,"$5,000 to $50,000",41.38,-93.57,0,0,2,150,WARREN,NA,NA,NA
390,1960,6,16,6/16/60,6:00:00,2,0,0,"$5,000 to $50,000",42.5,-94.2,0,0,1,200,WEBSTER,NA,NA,NA
444,1960,6,28,6/28/60,18:30:00,0,0,0,"$5,000 to $50,000",41.62,-90.6,0,0,0.2,37,SCOTT,NA,NA,NA
475,1960,7,11,7/11/60,18:15:00,1,0,0,"$50,000 to $500,000",42.72,-95.2,42.67,-95.12,4.9,1500,BUENA VISTA,NA,NA,NA
474,1960,7,11,7/11/60,17:25:00,2,0,0,"$50,000 to $500,000",43.4,-95.1,0,0,1,300,DICKINSON,NA,NA,NA
488,1960,7,23,7/23/60,15:28:00,0,0,0,Unknown,42.6,-92.77,0,0,0.1,150,BUTLER,NA,NA,NA
495,1960,7,25,7/25/60,23:54:00,1,0,0,"$50,000 to $500,000",43.45,-96.45,0,0,2,150,LYON,NA,NA,NA
514,1960,8,6,8/6/60,22:30:00,1,0,0,Unknown,41.2,-95.13,0,0,0.1,10,MONTGOMERY,NA,NA,NA
526,1960,8,18,8/18/60,13:30:00,1,0,0,"$5,000 to $50,000",41.3,-94.47,0,0,0.1,100,ADAIR,NA,NA,NA
527,1960,8,19,8/19/60,11:00:00,0,0,0,Unknown,42.83,-95.55,0,0,0.1,10,CHEROKEE,NA,NA,NA
548,1960,8,28,8/28/60,17:00:00,1,0,0,"$500 to $5,000",43.1,-93.27,0,0,1,200,CERRO GORDO,NA,NA,NA
549,1960,8,28,8/28/60,17:00:00,1,0,0,"$500 to $5,000",43.05,-93.22,0,0,1,200,CERRO GORDO,NA,NA,NA
545,1960,8,28,8/28/60,15:00:00,1,0,0,"$5,000 to $50,000",42.72,-93.37,0,0,1,150,FRANKLIN,NA,NA,NA
547,1960,8,28,8/28/60,15:30:00,0,0,0,"$5,000 to $50,000",42.67,-93.13,0,0,1,100,FRANKLIN,NA,NA,NA
564,1960,9,18,9/18/60,12:20:00,0,0,0,"$500 to $5,000",42.28,-91.1,0,0,1,77,JONES,NA,NA,NA
594,1960,11,15,11/15/60,15:20:00,2,0,0,"$50,000 to $500,000",42.47,-91.47,42.57,-91.3,10.5,70,DELAWARE,NA,NA,NA
598,1960,11,15,11/15/60,16:04:00,2,0,0,"$500 to $5,000",42.27,-90.5,0,0,1,50,JACKSON,NA,NA,NA
613,1960,11,27,11/27/60,23:15:00,1,0,0,"$5,000 to $50,000",40.73,-95.08,40.78,-95,4.9,100,PAGE,NA,NA,NA
195,1961,4,20,4/20/61,15:30:00,1,0,0,"$5,000 to $50,000",41.3,-94.5,41.33,-94.45,2.3,100,ADAIR,NA,NA,NA
203,1961,4,23,4/23/61,10:15:00,3,12,1,"$500,000 to $5,000,000",42.03,-92.92,42.25,-91.22,87.7,800,MARSHALL,TAMA,BENTON,LINN
202,1961,4,23,4/23/61,8:25:00,2,2,0,"$500,000 to $5,000,000",40.72,-93.73,40.68,-92.42,68.6,600,DECATUR,WAYNE,APPANOOSE,DAVIS
316,1961,5,14,5/14/61,17:10:00,1,0,0,"$5,000 to $50,000",42.83,-92.1,0,0,0.1,100,BREMER,NA,NA,NA
309,1961,5,14,5/14/61,11:30:00,1,2,0,"$5,000 to $50,000",42.55,-92.03,42.65,-91.97,7.2,150,BUCHANAN,NA,NA,NA
413,1961,6,7,6/7/61,14:00:00,2,1,0,"$5,000 to $50,000",41.7,-90.97,41.77,-90.9,5.1,200,CEDAR,NA,NA,NA
555,1961,8,3,8/3/61,14:05:00,0,0,0,"$5,000 to $50,000",42.97,-94.72,0,0,2,100,PALO ALTO,NA,NA,NA
560,1961,8,10,8/10/61,15:30:00,0,0,0,"$5,000 to $50,000",43.37,-93.95,0,0,0.5,100,WINNEBAGO,NA,NA,NA
581,1961,9,1,9/1/61,18:00:00,2,0,0,"$50,000 to $500,000",40.7,-92.68,0,0,1,30,APPANOOSE,NA,NA,NA
580,1961,9,1,9/1/61,18:00:00,4,7,0,"$500,000 to $5,000,000",42.78,-93,42.88,-92.47,26.6,27,BUTLER,BREMER,NA,NA
584,1961,9,2,9/2/61,22:30:00,2,0,0,"$5,000 to $50,000",42.65,-92.12,0,0,1,40,HOWARD,NA,NA,NA
641,1961,10,12,10/12/61,18:20:00,1,0,0,"$5,000 to $50,000",42.93,-92.53,0,0,1,200,CHICKASAW,NA,NA,NA
642,1961,10,12,10/12/61,19:00:00,1,0,0,"$5,000 to $50,000",42.97,-92.2,0,0,1,100,CHICKASAW,NA,NA,NA
118,1962,5,7,5/7/62,18:00:00,2,0,0,"$50,000 to $500,000",42.07,-93.9,42.12,-93.82,4.9,880,BOONE,NA,NA,NA
120,1962,5,7,5/7/62,19:05:00,3,0,0,"$50,000 to $500,000",41.67,-90.72,0,0,10,300,SCOTT,NA,NA,NA
117,1962,5,7,5/7/62,17:15:00,2,0,0,"$50,000 to $500,000",41.9,-93.3,0,0,0.1,150,STORY,NA,NA,NA
123,1962,5,7,5/7/62,21:30:00,1,0,0,"$5,000 to $50,000",41.07,-94.37,0,0,0.3,250,UNION,NA,NA,NA
176,1962,5,18,5/18/62,17:00:00,1,0,0,"$5,000 to $50,000",42.1,-95.9,42.13,-95.85,1.9,200,MONONA,NA,NA,NA
171,1962,5,18,5/18/62,14:30:00,1,0,0,"$50,000 to $500,000",41.6,-95.47,41.63,-95.53,3,50,SHELBY,NA,NA,NA
206,1962,5,22,5/22/62,20:00:00,2,0,1,"$50,000 to $500,000",41.65,-91.53,41.7,-91.47,4.1,800,JOHNSON,NA,NA,NA
289,1962,5,28,5/28/62,21:00:00,2,0,0,"$50,000 to $500,000",41.17,-93.2,41.3,-93.05,11.7,200,MARION,NA,NA,NA
290,1962,5,28,5/28/62,21:00:00,2,5,0,"$50,000 to $500,000",41.87,-92.78,0,0,0.1,200,MARSHALL,NA,NA,NA
301,1962,5,29,5/29/62,18:10:00,-9,0,0,"$5,000 to $50,000",42.85,-92.1,0,0,0.1,10,BREMER,NA,NA,NA
445,1962,6,17,6/17/62,16:00:00,1,0,0,"$5,000 to $50,000",43.47,-93.9,0,0,1,200,WINNEBAGO,NA,NA,NA
502,1962,7,7,7/7/62,19:15:00,1,0,0,Unknown,43.4,-95.1,0,0,0.1,10,DICKINSON,NA,NA,NA
46,1963,3,16,3/16/63,12:15:00,2,0,0,"$5,000 to $50,000",42.8,-96.2,0,0,2,200,PLYMOUTH,NA,NA,NA
48,1963,3,16,3/16/63,13:00:00,1,0,0,"$5,000 to $50,000",43.25,-95.95,43.3,-95.87,4.7,300,SIOUX,NA,NA,NA
49,1963,3,16,3/16/63,13:30:00,2,0,0,"$500 to $5,000",42.78,-95.43,0,0,2,250,CHEROKEE,NA,NA,NA
50,1963,3,16,3/16/63,13:30:00,1,0,0,$50 or less,43.12,-95.23,43.17,-95.15,4.5,10,CLAY,NA,NA,NA
83,1963,4,18,4/18/63,17:10:00,2,0,0,"$5,000 to $50,000",41.33,-94.63,41.37,-94.58,1.9,200,ADAIR,NA,NA,NA
82,1963,4,18,4/18/63,17:00:00,2,0,0,"$5,000 to $50,000",41.17,-94.83,0,0,0.1,200,CASS,NA,NA,NA
84,1963,4,18,4/18/63,17:26:00,1,0,0,"$50,000 to $500,000",40.83,-91.3,40.98,-91.1,14.4,300,DES MOINES,NA,NA,NA
154,1963,5,3,5/3/63,19:40:00,1,0,0,"$5,000 to $50,000",42.23,-93.6,42.27,-93.55,1.9,200,HAMILTON,NA,NA,NA
163,1963,5,9,5/9/63,18:30:00,0,0,0,Unknown,42.47,-94.62,0,0,0.1,10,CALHOUN,NA,NA,NA
